City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
475,Pafos,CY,34.7667,32.4167,80.38,78,20,9.22,few clouds
476,Kirakira,SB,-10.4544,161.9205,77.99,86,38,8.5,scattered clouds
477,Mount Isa,AU,-20.7333,139.5,62.62,28,0,7.47,clear sky
478,Mackay,AU,-21.15,149.2,60.67,71,76,10.87,broken clouds
479,Fort Nelson,CA,58.8053,-122.7002,80.04,34,1,4.83,clear sky
480,Bataipora,BR,-22.2953,-53.2711,56.75,68,88,9.13,overcast clouds
481,Norrtalje,SE,59.758,18.705,70.43,67,100,7.23,overcast clouds
482,Yueyang,CN,29.3333,113.0919,83.73,59,100,6.24,overcast clouds
483,Butembo,CD,0.15,29.2833,60.62,81,95,2.71,overcast clouds
484,Noumea,NC,-22.2763,166.4572,69.01,99,100,7.83,overcast clouds
485,Mitsamiouli,KM,-11.3847,43.2844,76.19,73,4,8.59,clear sky
486,Dunedin,NZ,-45.8742,170.5036,40.8,80,100,1.01,overcast clouds
487,Campbell River,CA,50.0163,-125.2446,74.59,62,79,5.99,broken clouds
488,Caconda,AO,-13.7333,15.0667,64.27,14,0,3.18,clear sky
489,Kaputa,ZM,-8.4689,29.6619,72.73,38,55,3.24,broken clouds
490,Lazarev,RU,52.225,141.5131,58.73,93,55,12.91,broken clouds
491,Orocue,CO,4.7912,-71.3354,79.97,83,100,3.78,overcast clouds
492,Atambua,ID,-9.1061,124.8925,69.96,81,80,3.8,broken clouds
493,Kabanjahe,ID,3.1001,98.4908,62.08,97,48,2.73,scattered clouds
494,Starkville,US,33.4504,-88.8184,85.37,78,96,3.31,overcast clouds
495,Kabugao,PH,18.0217,121.1842,73.9,98,100,1.21,overcast clouds
496,Beregovoy,RU,55.173,73.2198,69.85,89,99,7.25,light rain
497,Ballina,AU,-28.8667,153.5667,51.01,99,100,6.2,overcast clouds
498,Porbandar,IN,21.6422,69.6093,80.15,92,100,15.66,overcast clouds
499,Ko Samui,TH,9.5357,99.9357,82.54,75,100,18.88,overcast clouds
500,Pamyat Parizhskoy Kommuny,RU,56.1048,44.4952,64.35,91,100,4.97,overcast clouds
501,Aklavik,CA,68.2191,-135.0107,54.5,47,31,6.82,scattered clouds
502,Guasdualito,VE,7.2424,-70.7324,74.88,96,100,3.31,overcast clouds
503,Portree,GB,57.4129,-6.1942,57.52,98,35,10.58,scattered clouds
504,Ebersbach,DE,51.0167,14.5833,68.52,56,16,4.52,few clouds
505,Trat,TH,12.5,102.5,74.44,98,100,3.09,light rain
506,Wilmington,US,34.2257,-77.9447,96.89,43,20,12.66,few clouds
507,Maisach,DE,48.2167,11.2667,70.99,46,0,6.91,clear sky
508,Rio Claro,BR,-22.4114,-47.5614,63.88,39,6,18.79,clear sky
509,Aykhal,RU,66.0,111.5,57.97,79,100,7.36,overcast clouds
510,Kushima,JP,31.4583,131.2333,78.39,93,73,2.42,broken clouds
511,Carnarvon,AU,-24.8667,113.6333,58.23,54,0,17.11,clear sky
512,Sabana Grande De Boya,DO,18.945,-69.7933,82.9,59,53,8.43,broken clouds
513,Panguna,PG,-6.3164,155.4848,67.35,97,80,2.51,broken clouds
514,Tazmalt,DZ,36.3868,4.3989,84.76,22,0,6.53,clear sky
515,Mason City,US,43.1536,-93.201,85.32,56,0,5.75,clear sky
516,Manokwari,ID,-0.8667,134.0833,77.34,77,73,3.67,broken clouds
517,Aldan,RU,58.6031,125.3894,52.16,99,100,2.95,overcast clouds
518,Broome,US,42.2506,-75.833,79.7,60,100,6.91,overcast clouds
519,Elko,US,41.0002,-115.5012,69.22,72,100,1.99,overcast clouds
520,Avera,US,33.194,-82.5271,89.11,57,100,7.25,overcast clouds
521,Dharchula,IN,29.85,80.5333,73.83,98,100,1.68,overcast clouds
522,Natal,BR,-5.795,-35.2094,83.05,61,0,10.36,clear sky
523,Turayf,SA,31.6725,38.6637,86.02,29,0,13.65,clear sky
524,Le Port,RE,-20.9373,55.2919,68.25,59,35,5.23,scattered clouds
525,Casablanca,MA,33.5928,-7.6192,79.02,64,0,5.99,clear sky
526,Lavrentiya,RU,65.5833,-171.0,49.24,70,100,7.76,overcast clouds
527,Fare,PF,-16.7,-151.0167,77.07,72,1,8.32,light rain
528,Szendro,HU,48.4,20.7333,68.99,56,1,6.24,light rain
529,Melfi,IT,40.9965,15.6514,65.5,69,79,2.3,broken clouds
530,Porto Novo,BJ,6.4965,2.6036,75.31,82,10,8.39,clear sky
531,Grottammare,IT,42.9888,13.8649,79.68,65,0,8.1,clear sky
532,Karpathos,GR,35.507,27.2132,75.16,83,0,20.71,clear sky
533,Houma,US,29.5958,-90.7195,82.99,79,40,6.91,light rain
534,Sivas,TR,39.7916,37.0019,65.03,72,0,10.36,clear sky
535,Merauke,ID,-8.4667,140.3333,76.24,86,97,15.3,overcast clouds
536,Yankton,US,42.8711,-97.3973,97.12,38,0,11.5,clear sky
537,Warrington,GB,53.3925,-2.5802,82.33,53,0,11.5,clear sky
538,Chulman,RU,56.8479,124.9104,52.39,99,100,4.07,moderate rain
539,Tignere,CM,7.3667,12.65,65.48,97,95,1.39,light rain
540,Atar,MR,20.5169,-13.0499,104.4,7,6,14.83,clear sky
541,Chapais,CA,49.7834,-74.8492,78.51,38,8,13.29,clear sky
542,Kysyl-Syr,RU,63.8986,122.7617,54.16,96,10,5.03,clear sky
543,Rumuruti,KE,0.267,36.5389,59.97,85,100,7.7,light rain
544,Seoul,KR,37.5683,126.9778,74.59,96,100,2.15,light rain
545,Kieta,PG,-6.2167,155.6333,78.87,82,85,3.49,overcast clouds
546,Muisne,EC,0.6,-80.0333,75.34,82,100,13.09,overcast clouds
547,Souillac,MU,-20.5167,57.5167,67.55,71,66,19.8,broken clouds
548,Phulji,PK,26.8825,67.6807,94.98,49,3,2.77,clear sky
549,Yakima,US,46.4665,-120.6678,91.54,37,0,10.36,clear sky
550,Nantucket,US,41.2835,-70.0995,78.94,80,100,11.5,overcast clouds
551,Nizwa,OM,22.9333,57.5333,94.06,32,100,6.73,overcast clouds
552,Amudat,UG,1.95,34.95,69.71,78,97,5.12,light rain
553,Zemio,CF,5.0314,25.1361,70.68,95,100,1.74,light rain
554,Lannion,FR,48.75,-3.4167,75.15,78,0,6.91,clear sky
555,Robinson,US,31.4677,-97.1147,102.2,33,0,8.05,clear sky
556,Kalofer,BG,42.6167,24.9833,63.97,72,81,2.55,light rain
557,Parnamirim,BR,-5.9156,-35.2628,82.74,67,5,9.64,clear sky
558,Mbala,ZM,-8.8402,31.3659,62.65,42,53,5.93,broken clouds
559,Oranjemund,NA,-28.55,16.4333,54.7,90,100,7.78,overcast clouds
560,Zhangjiakou,CN,40.81,114.8794,66.34,68,0,2.19,clear sky
561,Piney Green,US,34.716,-77.3202,98.02,44,40,8.05,scattered clouds
562,Teahupoo,PF,-17.8333,-149.2667,73.36,74,99,9.62,moderate rain
563,Carupano,VE,10.6678,-63.2585,85.8,69,100,10.18,overcast clouds
564,Yerbogachen,RU,61.2767,108.0108,54.57,85,98,3.87,overcast clouds
565,Walvis Bay,NA,-22.9575,14.5053,54.3,90,5,8.5,clear sky
566,Carahue,CL,-38.7,-73.1667,54.93,59,0,2.64,clear sky
567,Aksu,CN,41.1231,80.2644,76.53,41,100,8.41,overcast clouds
568,Changli,CN,39.7042,119.1506,65.77,86,0,4.32,clear sky
569,Krasnoselkup,RU,65.7,82.4667,48.11,66,24,9.28,few clouds
570,Raahe,FI,64.6833,24.4833,64.49,86,100,21.92,overcast clouds
571,Dhidhdhoo,MV,6.8833,73.1,81.14,85,15,16.44,few clouds
572,Yandyki,RU,45.7691,47.1258,78.75,50,0,9.31,clear sky
573,Wanning,CN,18.8003,110.3967,79.05,90,100,14.85,light rain
574,Margate,GB,51.3813,1.3862,73.9,80,5,5.99,clear sky
575,Bedele,ET,8.456,36.353,57.33,97,100,2.3,light rain
576,Taoudenni,ML,22.6783,-3.9836,106.47,14,95,7.7,overcast clouds
577,Port Hedland,AU,-20.3167,118.5667,53.65,76,4,5.75,clear sky
578,Haines Junction,CA,60.7522,-137.5108,46.8,95,100,3.49,light rain
579,Camacha,PT,33.0833,-16.3333,71.02,68,40,14.97,scattered clouds
580,Sosnovo,RU,60.5514,30.2144,56.46,76,45,5.77,scattered clouds
581,Nipawin,CA,53.3668,-104.0009,68.83,47,52,1.92,broken clouds
582,Odda,NO,60.0691,6.5457,66.78,89,100,6.69,overcast clouds
583,Kununurra,AU,-15.7667,128.7333,62.58,94,12,3.44,few clouds
584,Prince Rupert,CA,54.3161,-130.3201,66.79,67,0,5.61,clear sky
585,Puerto Escondido,MX,15.85,-97.0667,88.63,55,40,9.22,scattered clouds
586,Morgan City,US,29.6994,-91.2068,82.0,56,81,3.85,light rain
587,Songjianghe,CN,42.1859,127.479,59.97,71,100,3.71,overcast clouds
588,Dingli,MT,35.8614,14.3822,80.82,61,20,2.3,few clouds
589,Kashi,CN,39.4547,75.9797,77.0,47,19,6.67,few clouds
590,Wattegama,LK,6.7989,81.4808,75.65,67,69,0.89,broken clouds
591,Byron Bay,AU,-28.65,153.6167,50.94,77,99,6.98,overcast clouds
592,Borba,BR,-4.3878,-59.5939,99.54,24,2,4.34,clear sky
593,Kazanskaya,RU,45.4106,40.4361,82.92,28,5,16.91,clear sky
594,Imeni Morozova,RU,59.9757,31.0376,62.64,1,21,5.35,few clouds
595,Sipe Sipe,BO,-17.45,-66.3833,73.89,25,4,3.78,clear sky
596,Alzamay,RU,55.5562,98.6644,55.62,97,75,2.39,light rain
597,Alofi,NU,-19.0595,-169.9187,76.6,74,36,18.07,scattered clouds
598,Vidim,RU,56.4088,103.1106,55.76,86,100,1.99,light rain
599,Chabahar,IR,25.2919,60.643,83.39,84,100,4.21,overcast clouds
600,Along,IN,28.1667,94.7667,73.99,96,18,0.69,few clouds
601,Ejea De Los Caballeros,ES,42.1263,-1.1372,97.02,25,75,3.13,broken clouds
602,Ormara,PK,25.2088,64.6357,83.16,73,100,18.97,overcast clouds
603,Yerofey Pavlovich,RU,53.9667,121.9667,51.48,94,98,4.41,overcast clouds
604,Lima,PE,-12.0432,-77.0282,64.81,70,21,9.33,few clouds
605,Saint-Joseph,RE,-21.3667,55.6167,64.78,74,26,16.91,scattered clouds
606,Soyo,AO,-6.1349,12.3689,69.19,87,6,7.96,clear sky
607,Shillong,IN,25.5689,91.8831,63.34,98,66,5.03,broken clouds
608,Youghal,IE,51.95,-7.8506,72.61,67,1,2.3,clear sky
609,Trindade,BR,-16.6494,-49.4889,73.15,34,98,8.03,overcast clouds
610,Tangshan,CN,39.6333,118.1833,66.63,94,0,4.79,clear sky
611,Adrar,MR,20.5022,-10.0711,103.71,11,4,7.56,clear sky
612,Rafaela,AR,-31.2503,-61.4867,64.99,38,91,8.99,overcast clouds
613,Praia,CV,14.9215,-23.5087,81.32,80,86,6.62,overcast clouds
614,Cravo Norte,CO,6.3017,-70.2041,76.87,87,100,3.69,overcast clouds
615,Grand Gaube,MU,-20.0064,57.6608,70.38,58,96,8.99,overcast clouds
616,Coihueco,CL,-36.6167,-71.8333,54.34,62,0,4.61,clear sky
617,Ternate,ID,0.8,127.4,79.95,81,28,2.73,scattered clouds
618,Ellisras,ZA,-23.6649,27.7443,61.18,38,0,0.94,clear sky
619,Eureka,US,40.8021,-124.1637,78.67,61,0,7.0,clear sky
620,Biltine,TD,14.5333,20.9167,80.29,70,93,8.86,overcast clouds
621,Saint-Francois,FR,46.4154,3.9054,85.44,21,0,6.91,clear sky
622,Emerald,AU,-23.5333,148.1667,51.33,93,2,5.41,clear sky
623,Pacific Grove,US,36.6177,-121.9166,78.82,72,0,10.36,clear sky
624,Muyezerskiy,RU,63.9333,31.65,62.51,64,100,8.77,overcast clouds
625,Tilichiki,RU,60.4667,166.1,50.94,94,100,9.84,light rain
626,Vienna,AT,48.2085,16.3721,76.59,45,0,11.99,clear sky
627,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,95.32,35,52,5.64,broken clouds
628,Srednekolymsk,RU,67.45,153.6833,61.07,73,15,4.92,few clouds
629,Port Hawkesbury,CA,45.6169,-61.3485,68.18,94,100,7.0,overcast clouds
630,Koungou,YT,-12.7336,45.2042,74.91,78,20,5.75,few clouds
631,Freetown,SL,8.484,-13.2299,76.64,89,100,9.78,light rain
632,Sao Felix Do Xingu,BR,-6.6447,-51.995,99.84,18,10,3.78,clear sky
633,Montgomery,US,39.1501,-77.1997,93.31,65,0,3.44,clear sky
634,Marzuq,YE,14.4,46.4667,80.4,62,75,4.21,broken clouds
635,High Level,CA,58.5169,-117.136,79.38,35,15,8.59,few clouds
636,Neftcala,AZ,39.3742,49.2472,78.91,64,0,4.38,clear sky
637,Jaisalmer,IN,26.9147,70.9181,91.9,55,89,7.05,overcast clouds
638,Gawler,AU,-34.6,138.7333,50.22,91,3,7.85,clear sky
639,Hvolsvollur,IS,63.7533,-20.2243,52.47,79,39,9.37,scattered clouds
640,Dicabisagan,PH,17.0818,122.4157,78.35,87,100,2.75,overcast clouds
641,Chardara,KZ,41.2547,67.9692,73.76,36,0,9.01,clear sky
642,Stornoway,GB,58.2093,-6.3865,60.04,91,100,11.5,overcast clouds
643,San Jeronimo,PE,-11.9472,-75.2829,57.85,53,45,5.17,scattered clouds
644,Maldonado,UY,-34.6667,-54.9167,56.59,58,12,6.24,few clouds
645,Puerto Ayacucho,VE,5.6639,-67.6236,82.67,78,98,2.77,overcast clouds
646,Muncar,ID,-8.4333,114.3333,74.21,94,50,1.54,scattered clouds
647,Kaseda,JP,31.4167,130.3167,81.21,83,71,0.96,broken clouds
648,Batagay-Alyta,RU,67.8006,130.4114,54.23,76,12,0.49,few clouds
649,Hamina,FI,60.5697,27.1979,65.48,76,100,13.0,overcast clouds
650,Iquitos,PE,-3.7481,-73.2472,86.04,70,75,11.5,broken clouds
651,Buraydah,SA,26.326,43.975,101.26,14,75,13.56,broken clouds
652,Kanniyakumari,IN,8.0833,77.5667,78.3,82,100,14.81,overcast clouds
653,Torrelavega,ES,43.3494,-4.0479,79.05,76,52,3.0,broken clouds
654,Verkhoyansk,RU,67.5447,133.385,56.7,73,4,2.21,clear sky
655,Matay,EG,28.419,30.7792,88.79,29,0,6.8,clear sky
656,Boone,US,39.0334,-92.3335,86.4,45,0,8.55,clear sky
657,Winnemucca,US,40.973,-117.7357,82.45,47,100,2.35,overcast clouds
658,Otjimbingwe,NA,-22.35,16.1333,67.96,19,0,4.99,clear sky
659,Saint-Georges,GD,12.0564,-61.7485,83.88,73,100,11.1,overcast clouds
660,Sinnamary,GF,5.3833,-52.95,82.9,76,38,10.92,scattered clouds
661,Liwale,TZ,-9.7667,37.9333,68.09,72,76,4.7,broken clouds
662,Skibbereen,IE,51.55,-9.2667,71.11,75,0,2.68,clear sky
663,Vienenburg,DE,51.95,10.5667,74.19,45,3,4.88,clear sky
664,Bam,IR,29.106,58.357,90.27,16,97,12.3,overcast clouds
665,Novikovo,RU,51.1537,37.8879,75.11,52,100,10.65,overcast clouds
666,Adre,TD,13.4667,22.2,72.3,89,100,6.46,overcast clouds
667,Pervomayskiy,RU,53.2485,40.2871,64.08,91,100,8.14,overcast clouds
668,Pochutla,MX,15.7432,-96.4661,89.82,49,94,8.03,overcast clouds
669,Kokstad,ZA,-30.5472,29.4241,52.66,58,96,3.49,overcast clouds
670,Norsup,VU,-16.0667,167.3833,74.64,83,92,14.47,overcast clouds
671,Morro Bay,US,35.3658,-120.8499,88.93,49,8,5.01,clear sky
672,Takoradi,GH,4.8845,-1.7554,74.82,82,83,11.25,broken clouds
673,Tianpeng,CN,30.9866,103.9393,76.44,81,100,3.67,overcast clouds
674,Bartica,GY,6.4,-58.6167,86.74,64,97,3.22,overcast clouds
675,Ruteng,ID,-8.6136,120.4721,61.21,95,89,0.49,overcast clouds
676,Lake Forest,US,33.647,-117.6892,99.07,48,0,9.22,clear sky
677,Pokhara,NP,28.2333,83.9833,70.81,94,100,4.88,overcast clouds
678,Zhanakorgan,KZ,43.9098,67.2495,75.47,32,0,7.58,clear sky
679,Mafinga,TZ,-7.25,35.0667,70.34,40,31,7.83,scattered clouds
680,Nhulunbuy,AU,-12.2333,136.7667,70.41,94,0,0.0,clear sky
681,Phek,IN,25.6667,94.5,58.78,99,29,1.3,scattered clouds
682,Axim,GH,4.8699,-2.2405,74.7,84,100,9.37,overcast clouds
683,Camargo,MX,27.6667,-105.1667,87.96,31,62,7.38,broken clouds
684,Gao,ML,16.6362,1.637,97.11,29,49,7.34,scattered clouds
685,Shunyi,CN,40.125,116.6453,69.75,100,0,2.24,clear sky
686,Bonavista,CA,48.6499,-53.1147,57.74,75,92,10.89,overcast clouds
687,Acapulco,MX,16.8634,-99.8901,85.03,72,100,5.75,overcast clouds
688,Oriximina,BR,-1.7656,-55.8661,94.75,29,69,6.2,broken clouds
689,Korhogo,CI,9.45,-5.6333,72.9,92,3,4.92,light rain
690,Houston,US,29.7633,-95.3633,100.35,51,40,6.91,scattered clouds
691,Lengshuijiang,CN,27.6881,111.4294,79.5,73,99,1.07,overcast clouds
692,Mitha Tiwana,PK,32.2486,72.1108,98.22,39,0,7.2,clear sky
693,Sura,RU,53.8879,45.7419,64.81,88,54,5.39,broken clouds
694,Pakxan,LA,18.3778,103.6601,74.7,99,100,1.77,moderate rain
695,Nuevo Progreso,MX,23.1667,-97.95,96.55,43,60,5.99,broken clouds
696,Ascope,PE,-7.7144,-79.1078,60.13,58,59,9.64,broken clouds
697,Bagdarin,RU,54.4333,113.6,53.29,83,100,1.52,overcast clouds
698,Trairi,BR,-3.2778,-39.2689,81.55,65,5,16.02,clear sky
699,Piacabucu,BR,-10.4056,-36.4344,77.86,72,1,5.84,clear sky
700,Tsumeb,NA,-19.2333,17.7167,72.3,12,0,8.61,clear sky
701,Tuensang,IN,26.2833,94.8333,69.42,97,23,2.19,few clouds
702,Usolye,RU,59.4268,56.6808,62.17,98,100,5.1,light rain
703,Malakal,SS,9.5334,31.6605,73.72,94,100,4.41,light rain
704,Zanjan,IR,36.6736,48.4787,65.43,75,0,8.77,clear sky
705,Sokolo,ML,14.7328,-6.1219,89.6,53,96,0.54,overcast clouds
706,Mehamn,NO,71.0357,27.8492,58.95,88,75,11.5,light intensity drizzle
707,Powell River,CA,49.8496,-124.5361,79.03,75,30,5.97,scattered clouds
708,La Sarre,CA,48.8002,-79.1996,70.57,65,100,8.43,overcast clouds
709,Baie-Saint-Paul,CA,47.4411,-70.4986,74.07,59,84,6.4,broken clouds
710,Razdolinsk,RU,58.4211,94.6658,52.56,92,11,4.16,few clouds
711,Gambela,ET,8.25,34.5833,71.28,93,100,2.77,light rain
712,Silchar,IN,24.8167,92.8,75.85,92,13,2.57,few clouds
713,George,ZA,-33.963,22.4617,55.98,87,100,2.39,overcast clouds
714,Gijon,ES,43.5357,-5.6615,78.24,94,33,5.01,scattered clouds
